name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
sattu drink,23.38,0.56,5.16,0.14,0.4,3.96,beverage,vegan,north_india,['beverage'],"[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
apple and honey sorbet (seb aur shehad ka sharbat),121.3,0.15,30.74,0.29,1.13,29.18,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
thandai,101.18,3.59,9.13,5.89,0.8,8.21,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""vegan""]",medium
cucumber sharbat (kheere ka sharbat),27.28,0.26,6.64,0.06,0.78,5.46,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
apple oats chia seed smoothie,85.64,3.49,13.07,2.48,1.44,5.76,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
nannari sharbat,88.79,0.01,23.62,0.01,0.0,23.58,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
semolina milk drink (thari kanji),44.16,0.98,6.93,1.36,0.72,3.88,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
saffron milk (kesariya doodh),102.18,3.17,12.64,4.57,0.14,12.5,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""veg""]",medium
black rice kheer (chak-hao kheer),147.94,4.37,22.93,4.91,0.76,12.57,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
coconut kheer (nariyal ki kheer),162.61,3.4,14.42,10.55,1.53,13.73,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
apple sago payasam (seb aur sabudana ki kheer),136.5,3.13,14.4,7.66,0.38,10.63,fruit,vegan,south_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
kesari bath,244.57,2.4,31.38,12.59,1.65,20.16,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
putharekulu,318.3,3.66,59.61,7.55,1.75,23.86,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
mango malpua,334.64,1.65,12.84,30.67,2.08,4.96,fruit,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
mango vanilla custard,147.63,3.43,18.41,7.04,0.99,14.62,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
kiwi granola pudding,280.99,5.6,32.33,15.36,3.71,15.08,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
oats burfi,425.19,8.89,62.47,17.27,4.96,32.93,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""vegan""]",high
lotus seed halwa (kamal gattay ka halwa),370.55,7.79,39.56,20.69,0.42,9.8,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
amaranth ladoo (rajgira ladoo),454.15,10.12,51.33,22.7,5.11,19.92,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
chhena poda,344.57,13.68,33.64,17.94,1.4,30.65,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
sweet couscous dessert,196.2,3.81,29.69,7.69,2.18,15.89,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
sweetened yogurt (shrikhand),107.18,5.27,16.02,2.89,0.08,15.81,dairy,veg,west_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""veg""]",high
thickened sweetened milk (rabri),102.79,3.52,10.55,5.35,0.19,10.09,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""veg""]",medium
gram flour halwa (besan halwa),276.79,5.88,25.78,17.3,1.82,15.83,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
prawn sandwich,169.65,10.36,11.89,9.27,1.55,1.21,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
watercress sandwich,229.42,5.17,28.03,11.47,2.26,1.81,beverage,vegan,north_india,['beverage'],"[""diabetes-friendly"", ""vegan""]",medium
fish sandwich,150.2,4.72,10.09,10.37,1.23,1.04,protein,non-veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly""]",medium
kidney bean sandwich with cottage cheese,176.64,9.85,18.86,6.84,3.66,3.69,other,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
finger millet biscuit (ragi biscuit),458.56,4.03,52.69,25.79,5.97,16.9,snack,vegan,north_india,['snack'],"[""high-fiber"", ""vegan""]",high
buttermilk biscuit,322.54,5.76,34.93,17.5,1.18,3.44,dairy,veg,north_india,"['lunch', 'dinner']","[""veg""]",medium
lemon cookies,394.48,5.63,42.19,23.02,0.78,23.47,snack,vegan,north_india,['snack'],"[""vegan""]",high
sweet potato biscuit (shakarkand ke biscuit),296.4,5.14,38.13,13.31,2.27,2.53,snack,vegan,north_india,['snack'],"[""vegan""]",medium
raspberry shortbread cookies,441.12,3.0,61.25,21.25,0.75,40.86,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""vegan""]",high
pumpkin cookies,218.4,2.51,44.69,3.93,1.06,31.62,snack,vegan,north_india,['snack'],"[""low-fat"", ""vegan""]",high
greenpea cookies,159.42,6.53,23.07,4.24,5.32,14.45,snack,vegan,north_india,['snack'],"[""high-fiber"", ""low-fat"", ""vegan""]",medium
sunflower cookies,520.62,9.49,40.06,36.28,3.95,24.28,snack,vegan,north_india,['snack'],"[""vegan""]",high
cardamom cookies (elaichi cookies),400.49,5.1,53.99,19.12,2.79,38.99,snack,vegan,north_india,['snack'],"[""vegan""]",high
hazelnut cookies,493.32,6.25,39.44,34.97,2.45,22.01,snack,vegan,north_india,['snack'],"[""vegan""]",high
milk cookies,459.43,10.49,48.43,24.96,0.99,22.06,dairy,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
cranberry cookies,272.48,3.92,36.39,12.66,1.13,19.96,snack,vegan,north_india,['snack'],"[""vegan""]",high
olive biscuit,438.29,3.2,55.01,23.75,0.82,32.27,snack,vegan,north_india,['snack'],"[""vegan""]",high
tutti fruitti biscuit,420.78,5.21,53.12,17.9,5.43,15.75,fruit,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
peach blueberry preserves,177.38,0.53,45.76,0.2,1.14,45.33,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
pear preserves (naashpati ka murabba),101.24,0.25,25.67,0.19,3.06,25.19,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
starfruit preserves,128.93,0.24,33.62,0.12,0.78,33.47,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
gooseberry pickle (amla ka achaar),278.58,1.55,7.61,27.61,3.7,0.36,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
lotus stem pickle (kamal kakdi ka achar),102.69,1.44,20.07,1.6,8.58,2.53,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""high-fiber"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
date pickle (khajoor ka achaar),182.29,1.68,34.66,4.21,5.2,30.47,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""low-fat"", ""vegan""]",high
garlic pickle (lahasun ka achar),413.62,3.72,9.75,39.88,5.13,2.32,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
fermented bamboo shoot pickle (mesu pickle),59.83,1.58,1.73,5.59,2.24,0.29,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
sweet peach pickle (aadoo ka achaar),144.64,0.46,37.01,0.2,1.32,36.46,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
pickled mustard greens,13.12,1.51,1.05,0.22,1.7,0.02,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
small onion pickle,16.86,1.65,2.76,0.64,1.09,2.99,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
green tomato pickle (haray tamatar ka achaar),193.26,1.23,2.87,19.67,1.74,0.77,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pickled cabbage,13.69,0.39,2.56,0.14,0.61,2.08,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
coconut pickle (nariyal ka aachar),517.26,3.02,11.53,51.71,6.35,8.98,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",low
potato pickle (aloo ka achaar),369.14,2.07,7.87,36.46,2.21,0.82,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mango murabba candy,293.35,0.27,77.32,0.05,0.95,74.73,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
afghani chicken,151.51,15.66,1.95,9.07,0.31,0.83,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""keto-friendly"", ""diabetes-friendly""]",medium
fish orly,563.7,5.87,4.27,58.18,0.33,0.24,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
hariyali fish tikka,150.24,14.01,2.21,9.41,0.99,0.83,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
chicken manchurian,142.34,9.53,6.06,11.96,0.41,0.9,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
handi chicken,166.02,12.32,1.49,12.46,0.67,0.75,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
lemon chicken,169.79,20.2,0.55,9.66,0.16,0.16,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""keto-friendly"", ""diabetes-friendly""]",medium
lemon butter fish,160.25,16.38,0.75,10.26,0.36,0.23,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""keto-friendly"", ""diabetes-friendly""]",medium
baked eggs in tomato sauce,80.05,4.92,3.78,5.22,0.01,2.03,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
egg in a pepper,128.78,12.64,0.17,8.68,0.17,0.05,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
spinach mushroom scrambled egg (palak mushroom bhurji),158.85,13.28,0.59,11.51,0.39,0.1,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
corn omelette/omlet,166.93,11.37,1.57,12.89,0.02,0.41,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cajun chicken,184.94,12.69,1.94,13.99,0.89,1.1,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
paaner do pyaza,127.7,4.22,3.41,10.87,0.84,2.2,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cabbage manchurian (pattagobhi manchurian),224.26,0.64,4.85,22.48,0.37,0.33,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
gobi 65,278.29,0.56,3.59,29.11,0.57,0.29,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
paneer lababdar,105.48,3.98,3.37,8.46,1.16,1.96,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
roasted cauliflower steak,78.68,2.05,2.02,6.7,3.53,0.44,beverage,vegan,north_india,['beverage'],"[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
sauteed radishes with green beans,94.32,2.41,6.04,6.61,3.52,1.78,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
garlic chutney/poondu chutney (lahasun ki chutney),255.51,3.34,20.44,17.55,5.15,13.36,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
schezwan chutney,205.19,3.33,10.79,17.72,5.72,5.66,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",low
onion chutney (pyaaz ki chutney/vengaya chutney),143.94,2.97,13.52,8.38,4.6,6.8,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
dates chutney (khajoor ki chutney),103.57,1.07,21.69,1.12,3.41,18.68,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
chicken salad,338.19,15.33,1.3,30.26,2.0,0.96,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""keto-friendly"", ""diabetes-friendly""]",medium
macaroni salad,262.19,5.02,21.63,17.78,0.56,3.73,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
cabbage raita (pattagobhi raita),84.84,3.24,5.25,5.76,0.93,4.21,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pomegranate raita (anaar ka raita),72.64,4.05,7.15,3.24,0.6,7.01,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
onion raita (pyaaz ka raita),71.56,4.86,7.86,2.43,0.65,7.07,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
green chilli raita (hari mirch ka raita),77.13,5.58,7.66,2.92,0.26,7.49,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
kale salad,177.71,4.86,5.01,15.33,1.36,3.31,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach and paneer souffle,186.19,7.56,9.64,13.49,1.07,2.81,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
masala souffle,123.51,6.38,8.02,7.37,1.24,1.84,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
chicken and cheese souffle,182.35,9.07,3.47,14.74,0.26,2.46,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
tamarind chutney (chintapandu pachadi/puli chutney),109.15,0.88,25.07,0.48,1.65,22.85,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
pav bhaji masala,230.47,9.13,29.15,10.96,24.3,1.48,other,vegan,west_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
green chutney,79.42,5.42,10.01,1.6,5.84,0.92,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""high-fiber"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",low
sago khitchdi/khichri (sabudana khitchdi/khichri),187.16,2.72,22.41,10.1,1.82,1.03,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
gram flour chilla/cheela (besan chilla/cheela),135.93,7.8,21.03,2.85,4.25,1.87,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
vegetable namkeen jave,112.23,2.93,18.98,2.51,2.86,1.04,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
khakhra,178.5,4.78,27.66,5.32,5.43,0.88,other,vegan,west_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
moong bean dosa (pesarattu),285.96,12.32,31.91,11.67,6.04,2.9,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
methi thepla,346.16,8.98,41.34,15.95,7.56,2.98,other,vegan,west_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
rice puttu (ari puttu),81.98,1.26,11.82,3.13,0.76,0.33,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
buckwheat pancake (khura),263.3,2.91,27.28,16.43,0.56,0.64,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
quinoa khichdi/khichri,64.01,3.18,8.83,1.59,2.58,0.69,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
khakhra chaat,358.66,4.52,16.64,30.65,3.04,3.26,other,vegan,west_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
banana appam,469.81,1.17,20.06,42.53,0.67,9.95,fruit,vegan,south_india,"['lunch', 'dinner']","[""vegan""]",medium
veg manchurian,585.64,0.89,6.82,61.65,1.16,0.76,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pav bhaji,96.53,2.66,11.99,4.32,1.98,2.06,other,vegan,west_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
rice murukku,593.99,5.41,33.29,48.22,2.18,0.17,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""vegan""]",medium
bhel puri,509.89,3.52,16.47,47.91,2.24,3.41,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
semolina dhokla (suji/rava dhokla),194.91,5.44,30.86,5.2,5.12,1.85,other,vegan,west_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
spicy corn chaat,479.8,4.61,11.45,46.55,2.17,0.95,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
jackfruit fritters (ponsa mulik/kathal ka pakora),597.79,2.34,24.0,54.41,1.5,11.48,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
banana chips (kele ke chips),665.67,0.37,7.32,70.46,0.65,4.37,fruit,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
wheat cake,314.63,4.79,41.13,14.95,2.76,25.79,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""vegan""]",high
mango cheesecake,152.46,2.39,20.06,7.3,1.14,15.36,fruit,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
carrot cake (gajar ka cake),255.59,5.6,35.98,10.27,2.93,23.96,snack,vegan,north_india,['snack'],"[""vegan""]",high
semolina cake (suji/rava cake),374.14,6.58,31.32,25.18,5.37,18.86,snack,vegan,north_india,['snack'],"[""high-fiber"", ""vegan""]",high
finger millet cake (ragi cake),279.46,3.96,38.93,12.27,2.35,24.76,snack,vegan,north_india,['snack'],"[""vegan""]",high
honey cake,333.59,3.08,49.04,14.7,0.51,33.43,snack,vegan,north_india,['snack'],"[""vegan""]",high
almond cardamom cake (badam elaichi cake),356.35,7.18,34.53,21.36,2.35,18.06,snack,vegan,north_india,['snack'],"[""vegan""]",high
tutti frutti cake,347.72,4.49,52.94,12.68,0.85,28.08,snack,vegan,north_india,['snack'],"[""vegan""]",high
ham and bean soup,96.04,10.61,4.18,4.15,0.54,1.43,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
whey soup,68.91,3.45,6.26,3.34,0.84,5.87,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
bottle gourd soup (ghiya/lauki soup),23.05,0.45,1.16,1.79,0.96,0.39,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
baked potato soup,147.05,5.73,5.85,11.21,0.3,3.44,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pumpkin soup,40.05,0.47,2.08,3.2,1.19,1.47,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
sweet corn soup,32.25,0.99,3.56,1.63,0.31,0.9,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
paneer soup,47.85,3.22,2.42,2.8,0.28,1.98,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
curried cauliflower soup,37.32,6.72,3.12,9.77,2.34,1.79,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
millet soup,55.99,11.26,8.22,12.57,2.82,1.45,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
lemon coriander soup,108.06,2.27,10.32,6.26,6.77,2.2,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
garlic soup,194.86,2.38,6.99,17.62,1.66,2.39,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
dal makhani,74.04,3.32,7.96,3.06,2.27,0.8,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
dalma,118.93,4.91,15.04,4.58,2.16,3.1,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
split bengal gram dal (channa dal),99.67,4.15,9.99,4.62,3.72,0.98,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
horsegram dal (kulthi dal),55.65,2.91,8.21,1.13,1.52,0.72,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
panchmel dal,111.22,4.63,10.71,5.36,3.2,0.75,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
dal dhokli,68.74,2.96,8.55,2.47,1.86,1.12,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
gujarati handvo,207.09,8.24,31.86,4.8,4.95,2.51,other,vegan,west_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",medium
sev (omapodi/karapusa),609.14,5.12,12.87,60.08,2.35,0.53,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
papdi,708.96,1.83,12.89,72.11,0.56,0.31,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
jowar dosa,294.35,8.5,40.53,10.28,5.56,0.59,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
bread roll,435.46,2.85,16.12,40.25,1.45,0.94,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
soya seekh kebab,115.05,5.4,10.0,5.88,2.24,0.51,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
classic seasoned black beans,28.78,8.01,7.66,8.28,3.51,0.44,dairy,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
maa chaane ki dal,344.67,19.8,43.11,9.5,13.45,1.05,protein,vegan,north_india,"['lunch', 'dinner']","[""high-protein"", ""high-fiber"", ""vegan""]",medium
garlic chickpea soup (lahasun aur chane ka shoraba),89.53,4.45,13.92,2.01,2.84,2.65,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
white sauce (thin),115.17,3.31,6.58,8.41,0.07,4.58,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
white sauce (medium),151.27,3.36,7.98,11.76,0.14,4.32,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
white sauce (thick),209.69,3.43,10.24,17.19,0.24,3.9,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
cheese sauce,194.76,7.68,7.08,15.12,0.12,4.53,other,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
egg sauce,146.85,5.97,5.88,11.08,0.12,3.19,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
mushroom sauce,137.56,3.39,7.31,10.51,0.47,3.86,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mustard sauce,158.58,3.98,8.29,12.17,0.13,4.22,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
brown sauce,109.18,11.92,5.38,23.67,1.69,0.13,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
classic italian pasta,42.12,0.57,4.4,2.45,1.36,2.94,dairy,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
pasta spinach sauce,85.46,1.76,1.76,7.9,0.86,1.04,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
pasta cheese sauce,149.26,4.33,9.0,10.84,0.14,4.22,other,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
mayonnaise,774.86,1.86,1.65,84.52,0.11,1.44,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
low calorie quick mayonnaise,242.89,1.41,4.71,24.35,0.06,0.83,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
